"","ID","Gene","GB_ACC","GeneDes"
"214150_x_at","214150_x_at","ATP6V0E1","BE043477","0005215 // transporter activity // non-traceable author statement /// 0015078 // hydrogen ion transmembrane transporter activity // inferred from electronic annotation /// 0016787 // hydrolase activity // inferred from electronic annotation /// 0042625 // ATPase activity, coupled to transmembrane movement of ions // inferred from sequence or structural similarity /// 0046961 // proton-transporting ATPase activity, rotational mechanism // traceable author statement"
"214317_x_at","214317_x_at","RPS9","BE348997","0003723 // RNA binding // inferred from electronic annotation /// 0003735 // structural constituent of ribosome // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0019843 // rRNA binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0045182 // translation regulator activity // inferred from mutant phenotype"
"214327_x_at","214327_x_at","LOC101928826 /// TPT1","AI888178","0005509 // calcium ion binding // inferred from direct assay /// 0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"214328_s_at","214328_s_at","HSP90AA1","R01140","0000166 // nucleotide binding // traceable author statement /// 0002134 // UTP binding // inferred from electronic annotation /// 0002135 // CTP binding // inferred from electronic annotation /// 0003729 // mRNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0005524 // ATP binding // traceable author statement /// 0005525 // GTP binding // inferred from electronic annotation /// 0016887 // ATPase activity // inferred from direct assay /// 0017098 // sulfonylurea receptor binding // inferred from electronic annotation /// 0019901 // protein kinase binding // inferred from electronic annotation /// 0019903 // protein phosphatase binding // inferred from electronic annotation /// 0023026 // MHC class II protein complex binding // inferred from direct assay /// 0030235 // nitric-oxide synthase regulator activity // inferred from direct assay /// 0030911 // TPR domain binding // inferred from direct assay /// 0030911 // TPR domain binding // traceable author statement /// 0032564 // dATP binding // inferred from electronic annotation /// 0042802 // identical protein binding // inferred from physical interaction /// 0042803 // protein homodimerization activity // traceable author statement /// 0044325 // ion channel binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0051082 // unfolded protein binding // inferred from electronic annotation"
"214363_s_at","214363_s_at","MATR3 /// SNHG4","AA129420","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0005198 // structural molecule activity // traceable author statement /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0046872 // metal ion binding // inferred from electronic annotation"
"214709_s_at","214709_s_at","KTN1","Z22551","0019894 // kinesin binding // inferred from electronic annotation /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"214789_x_at","214789_x_at","SRSF8","AA524274","0000166 // nucleotide binding // inferred from electronic annotation /// 0003676 // nucleic acid binding // inferred from electronic annotation /// 0003723 // RNA binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"214800_x_at","214800_x_at","BTF3","R83000","0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"214938_x_at","214938_x_at","HMGB1","AF283771","0003677 // DNA binding // inferred from electronic annotation /// 0003684 // damaged DNA binding // inferred from sequence or structural similarity /// 0003690 // double-stranded DNA binding // inferred from sequence or structural similarity /// 0003697 // single-stranded DNA binding // inferred from sequence or structural similarity /// 0003700 // sequence-specific DNA binding transcription factor activity // inferred from direct assay /// 0005125 // cytokine activity // inferred from sequence or structural similarity /// 0005515 // protein binding // inferred from physical interaction /// 0008134 // transcription factor binding // inferred from physical interaction /// 0008301 // DNA binding, bending // inferred from mutant phenotype /// 0008301 // DNA binding, bending // inferred from sequence or structural similarity /// 0042056 // chemoattractant activity // inferred from sequence or structural similarity /// 0044822 // poly(A) RNA binding // inferred from direct assay /// 0050786 // RAGE receptor binding // inferred from sequence or structural similarity /// 0070491 // repressing transcription factor binding // inferred from physical interaction"
"214946_x_at","214946_x_at","FAM21A /// FAM21C /// LOC101930591","AV728658","0005515 // protein binding // inferred from physical interaction"
"215596_s_at","215596_s_at","LTN1","AL163248","0004842 // ubiquitin-protein transferase activity // inferred from electronic annotation /// 0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008270 // zinc ion binding // inferred from electronic annotation /// 0016874 // ligase activity // inferred from electronic annotation /// 0046872 // metal ion binding // inferred from electronic annotation"
"215963_x_at","215963_x_at","RPL3","Z98200","0003723 // RNA binding // traceable author statement /// 0003735 // structural constituent of ribosome // non-traceable author statement /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"216342_x_at","216342_x_at","RPS4XP2 /// RPS4XP2","AL121916",""
"216438_s_at","216438_s_at","TMSB4X","AL133228","0003779 // actin binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0044822 // poly(A) RNA binding // inferred from direct assay"
"216515_x_at","216515_x_at","MIR1244-3","AL121585",""
"216954_x_at","216954_x_at","ATP5O","S77356","0005215 // transporter activity // non-traceable author statement /// 0008144 // drug binding // inferred from direct assay /// 0016887 // ATPase activity // inferred from direct assay /// 0022857 // transmembrane transporter activity // inferred by curator /// 0046933 // proton-transporting ATP synthase activity, rotational mechanism // inferred from electronic annotation"
"217256_x_at","217256_x_at","RP3-507I15.1","Z98950",""
"217491_x_at","217491_x_at","COX7C","AF042165","0004129 // cytochrome-c oxidase activity // inferred from electronic annotation"
"217718_s_at","217718_s_at","YWHAB","NM_014052","0003714 // transcription corepressor activity // inferred from electronic annotation /// 0004497 // monooxygenase activity // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction /// 0008022 // protein C-terminus binding // inferred from electronic annotation /// 0019899 // enzyme binding // inferred from physical interaction /// 0019904 // protein domain specific binding // inferred from physical interaction /// 0032403 // protein complex binding // inferred from electronic annotation /// 0042826 // histone deacetylase binding // inferred from physical interaction /// 0050815 // phosphoserine binding // inferred from physical interaction /// 0051219 // phosphoprotein binding // inferred from physical interaction"
"217727_x_at","217727_x_at","VPS35","NM_018206","0005488 // binding // inferred from electronic annotation /// 0005515 // protein binding // inferred from physical interaction"
